"ID","Salary"
1011,8329.47630423856
1012,4052.15840975623
1013,7420.10777472797
1014,3943.64426533567
1015,6512.29243226511
1016,3311.55823540996
1017,3766.54709898602
1018,6769.16026944046
1019,7161.07755286335
1020,1679.63084916784
1021,6507.96766288658
1022,5992.06960384661
1023,3093.38906125007
1024,9656.10382719884
1025,16417.9011871705
1026,16396.8773271194
1027,3846.74772197313
1028,5684.24776062795
1029,5425.21753876333
1030,7164.55682856384
1031,5469.42764355472
1032,4189.87338404198
1033,13400.2889001178
1034,1919.79959567067
1035,3918.29563590609
1036,1896.61335093035
1037,5577.59878510671
1038,5342.43898957033
1039,12948.3518778384
1040,6944.14266449682
1041,2875.43084719569
1042,2918.45427958968
1043,6748.13640938941
1044,8528.20652828081
1045,2787.72960272068
1046,1834.72844317456
1047,6453.98532732835
1048,14694.1587471803
1049,3415.49086326786
1050,6036.27970863799
1051,12333.536734967
1052,3353.60595551208
1053,6270.00891446899
1054,2897.43041953862
1055,2962.66438438106
1056,2835.54551178284
1057,6194.95510546373
1058,16454.0944626281
1059,5997.71126423636
1060,3006.87448917244
1061,4155.74803474557
1062,6929.99805095547
1063,7509.46505431414
1064,2056.25819433579
1065,7053.84348131476
1066,2658.44834543319
1067,5703.92298365202
1068,19255.1160535714
1069,5663.22390057689
1070,2578.01069802024
1071,2752.94547968063
1072,7844.30054748612
1073,2186.09341459736
1074,6703.97391799399
1075,5775.08710208411
1076,17819.0610533563
1077,17544.8614160851
1078,3787.57095903708
1079,3807.40814669075
1080,5507.96434194057
1081,3289.34770296151
1082,2547.56085621785
1083,1992.29715757518
1084,7769.97733804874
1085,6779.13897064285
1086,8550.11984493931
1087,5880.2064023394
1088,2922.77904896821
1089,2960.5019996918
1090,5901.23026239045
1091,6118.21276415296
1092,7530.44130096923
1093,13617.2714018803
1094,6052.97879931052
1095,5899.11549109716
1096,6694.15407383117
1097,5097.18558315589
1098,3324.10576168124
1099,3353.60595551208
1100,7193.35304219861
1101,16668.0251230939
1102,6272.12368576229
1103,7314.98847447268
1104,11563.0070119713
1105,3373.44314316574
1106,3417.65324795713
1107,3655.65960977069
1108,4019.52011894425
1109,6118.21276415296
1110,5926.57889182004
1111,7830.93414690862
1112,15048.3530798796
1113,15195.7768474212
1114,8210.68624282567
1115,9506.77442215217
1116,3417.65324795713
1117,8548.62119069032
1118,3766.54709898602
1119,9426.37104190315
1120,3487.98842517237
1121,8581.5796661975
1122,17204.787595313
1123,3502.6381447688
1124,16517.1660427813
1125,2115.75823738211
1126,1578.08308601941
1127,2919.64095198707
1128,3139.67529504628
1129,16906.0314849075
1130,2508.86219320239
1131,13253.1218797604
1132,16647.0012630428
1133,6767.04549814716
1134,2138.858226438
1135,3312.4476920174
1136,2898.61709193601
1137,4707.34442873784
1138,6748.13640938941
1139,8290.20016646724
1140,14138.3836869062
1141,6399.20391607204
1142,6748.13640938941
1143,10203.461707497
1144,5467.26525886545
1145,4994.73181093882
1146,6272.12368576229
1147,2854.40698714463
1148,2466.81447310028
1149,2330.57835445535
1150,6984.02799990967
1151,2547.56085621785
1152,5946.32982378928
1153,5706.08536834128
1154,1857.91468791489
1155,8451.03794798225
1156,8859.51897681988
1157,2794.99319978275
1158,4293.2166128665
1159,2547.56085621785
1160,6065.11988520217
1161,2981.52585974286
1162,6934.57956751812
1163,3981.36721605926
1164,7431.6161511963
1165,3415.49086326786
1166,1704.893222913
1167,7225.08620301994
1168,5880.2064023394
1169,2983.68824443212
1170,3438.67710800818
